Date,Pair,Spread
2018-06-27,TTF-HH,0.7681964413953626
2018-06-28,TTF-HH,0.7834976477795466
2018-06-29,TTF-HH,0.7847507106345577
2018-07-02,TTF-HH,0.8212041469169005
2018-07-03,TTF-HH,0.8220949135168099
2018-07-05,TTF-HH,0.8417434126590253
2018-07-06,TTF-HH,0.8296482670430925
2018-07-09,TTF-HH,0.8568499917371617
2018-07-10,TTF-HH,0.8710952468732105
2018-07-11,TTF-HH,0.8498699171799904
2018-07-12,TTF-HH,0.8338258343362237
2018-07-13,TTF-HH,0.8633130331376602
2018-07-16,TTF-HH,0.8498317983946209
2018-07-17,TTF-HH,0.8489648747344893
2018-07-18,TTF-HH,0.8689548570120025
2018-07-19,TTF-HH,0.8520844054635199
2018-07-20,TTF-HH,0.8438721329634606
2018-07-23,TTF-HH,0.8640104711665384
2018-07-24,TTF-HH,0.8630690941068451
2018-07-25,TTF-HH,0.8508436900485108
