Dependent,Independent,Lag,ACF,Significant
HH,NBP,28,-0.017252321501388824,FALSE
HH,NBP,29,-0.009705194026193407,FALSE
HH,NBP,30,-0.02190892310427024,FALSE
HH,NBP,31,0.011435191968198114,FALSE
HH,NBP,32,-0.006434700883738684,FALSE
HH,NBP,33,0.025674766139853655,FALSE
HH,NBP,34,0.05141797104716215,TRUE
HH,TTF,1,-0.05549787428311597,TRUE
HH,TTF,2,0.047337521522897726,TRUE
HH,TTF,3,-0.029377233223823022,FALSE
HH,TTF,4,3.7982030042305303e-4,FALSE
HH,TTF,5,-0.0687321221318561,TRUE
HH,TTF,6,-0.023328762357196702,FALSE
HH,TTF,7,-0.023904248454991266,FALSE
HH,TTF,8,0.008733660734939579,FALSE
HH,TTF,9,-0.024565943252812892,FALSE
HH,TTF,10,0.02750219992720303,FALSE
HH,TTF,11,-0.025603414510533763,FALSE
HH,TTF,12,-0.006182037344692977,FALSE
HH,TTF,13,-0.009610019635607982,FALSE
HH,TTF,14,0.014197312783830662,FALSE
HH,TTF,15,-0.021975579625198104,FALSE
HH,TTF,16,0.010613726937584826,FALSE
HH,TTF,17,-8.055105695646335e-4,FALSE
HH,TTF,18,0.00861991096129732,FALSE
HH,TTF,19,0.01869531149072553,FALSE
HH,TTF,20,0.01623350481522975,FALSE
HH,TTF,21,6.985725930086354e-4,FALSE
HH,TTF,22,-0.02561143183977063,FALSE
HH,TTF,23,-0.02503864341332407,FALSE
HH,TTF,24,-0.042344258130261936,TRUE
HH,TTF,25,-0.01344908644080962,FALSE
HH,TTF,26,-0.00839648603077713,FALSE
HH,TTF,27,-0.026830634390188755,FALSE
HH,TTF,28,-0.018995160312533076,FALSE
HH,TTF,29,-0.009949319655603412,FALSE
HH,TTF,30,-0.02321257211757216,FALSE
HH,TTF,31,0.01012761083757779,FALSE
HH,TTF,32,-0.006544097156973907,FALSE
HH,TTF,33,0.025840030836305008,FALSE
HH,TTF,34,0.05068127969922944,TRUE
